time_stamp,humidity,temperature,pm2.5_atm,pm10.0_atm,sensor_id
1700586000,72.833,52.033,6.14,6.765499999999999,160533
1700557200,52.633,46.9,13.3165,14.468,160533
1700604000,76.0,58.967,1.205,1.3605,160533
1700578800,66.9,50.567,5.6240000000000006,6.2775,160533
1700546400,48.867,45.167,15.468499999999999,16.974,160533
1700564400,51.333,49.067,4.9185,5.462,160533
1700596800,75.033,56.834,2.2205000000000004,2.503,160533
1700560800,52.1,47.8,10.0445,10.907,160533
1700589600,73.966,54.233,3.7255000000000003,4.189,160533
1700593200,74.4,55.534,2.7685,3.183,160533
1700542800,49.034,45.233,15.378,16.853,160533
1700575200,63.766,49.834,5.121,5.7625,160533
1700607600,76.034,59.9,0.4335,0.585,160533
1700582400,71.267,50.834,7.2275,7.916,160533
1700600400,75.733,57.933,1.815,2.0185,160533
1700568000,52.266,50.0,3.6555,4.1035,160533
1700571600,57.933,49.9,4.021,4.5425,160533
1700550000,48.767,45.233,15.086500000000001,16.3765,160533
1700553600,51.5,45.467,15.2505,16.573999999999998,160533
1701309600,32.166,43.333,36.9315,40.6455,160533
1701306000,29.966,44.034,37.741,41.7285,160533
1701352800,35.433,48.034,14.4115,15.828,160533
1701324000,36.4,41.133,14.1065,15.569500000000001,160533
1701342000,45.867,37.933,18.2065,20.135,160533
1701334800,43.166,38.034,15.543,17.2325,160533
1701381600,35.0,55.767,7.507,8.046,160533
1701370800,27.534,62.6,4.7435,5.0280000000000005,160533
1701367200,27.433,63.367,5.7684999999999995,6.107,160533
1701363600,30.034,60.067,7.957,8.4745,160533
1701302400,30.367,42.466,17.294,19.0445,160533
1701374400,28.066,62.2,6.0435,6.33,160533
1701385200,37.034,54.9,7.991,8.5545,160533
1701313200,35.367,42.733,31.4575,34.218,160533
1701316800,37.433,41.8,23.5075,25.636000000000003,160533
1701345600,45.567,39.166,18.771,20.9155,160533
1701378000,31.4,58.7,6.739000000000001,7.2285,160533
1701356400,33.1,53.034,13.0565,14.138,160533
1701349200,39.966,43.9,17.2915,19.186500000000002,160533
1701331200,41.166,38.9,14.8565,16.427,160533
1701320400,38.133,41.0,16.919,18.548000000000002,160533
1701338400,44.6,37.833,16.557499999999997,18.39,160533
1701360000,31.434,56.9,9.728,10.4185,160533
1701327600,39.867,39.534,14.8675,16.3935,160533
1701788400,38.534,53.133,8.7025,9.2095,160533
1701770400,52.8,46.034,10.100999999999999,10.841000000000001,160533
1701763200,51.633,47.266,11.3885,12.128499999999999,160533
1701795600,35.966,56.867,11.016,11.5875,160533
1701802800,35.8,56.666,10.169,10.728,160533
1701766800,52.5,46.633,10.1985,10.967500000000001,160533
1701759600,48.567,48.6,10.0,10.6615,160533
1701784800,40.8,53.167,8.6775,9.1715,160533
1701748800,47.6,50.666,12.530999999999999,13.2265,160533
1701810000,38.233,55.0,12.099,12.75,160533
1701817200,43.7,52.433,10.9205,11.541,160533
1701806400,36.6,56.166,10.9725,11.625,160533
1701777600,56.1,45.9,14.5755,15.774000000000001,160533
1701774000,54.733,45.466,11.9875,12.869,160533
1701792000,37.733,54.867,10.4015,10.9595,160533
1701799200,35.334,56.7,10.39,10.968,160533
1701738000,50.966,50.933,15.121500000000001,15.9595,160533
1701745200,49.9,50.5,14.3945,15.1795,160533
1701752400,51.367,48.567,14.004,14.843,160533
1701813600,39.9,54.633,13.1235,13.925,160533
1701781200,47.834,50.5,13.0785,14.0855,160533
1701756000,49.2,48.767,11.0475,11.756499999999999,160533
1701734400,44.9,53.666,11.6665,12.253,160533
1701741600,53.2,50.0,17.2515,18.2695,160533
1700856000,39.534,57.733,28.052,29.55,160533
1700805600,49.133,51.767,13.455,14.0725,160533
1700823600,58.934,47.0,27.313000000000002,29.0795,160533
1700816400,56.567,47.933,21.557000000000002,22.809,160533
1700802000,50.0,51.966,14.2295,14.888,160533
1700830800,57.633,49.633,30.125999999999998,32.142,160533
1700866800,43.6,54.067,29.597,31.608,160533
1700841600,38.733,58.767,27.758499999999998,29.485500000000002,160533
1700827200,59.834,47.0,29.277,31.194000000000003,160533
1700848800,36.733,60.067,25.624499999999998,27.0045,160533
1700794800,55.434,50.034,28.076,29.750999999999998,160533
1700863200,42.467,55.3,31.740499999999997,34.084,160533
1700859600,41.267,56.166,30.814999999999998,32.813,160533
1700852400,38.834,58.3,26.204,27.603,160533
1700845200,36.434,60.566,27.259,28.7565,160533
1700834400,49.367,53.933,30.289,32.180499999999995,160533
1700784000,49.633,52.4,20.810000000000002,22.3845,160533
1700798400,55.7,50.067,32.091499999999996,34.685500000000005,160533
1700787600,52.266,51.4,28.2495,30.4125,160533
1700838000,43.0,57.066,29.054000000000002,30.799,160533
1700820000,58.266,47.2,24.113,25.659,160533
1700809200,50.666,50.633,17.552999999999997,18.4785,160533
1700791200,54.467,50.2,28.428,30.3725,160533
1700812800,53.133,49.533,20.028,21.106,160533
1700946000,32.034,49.133,7.8635,8.4885,160533
1700931600,31.467,50.2,11.2905,12.245999999999999,160533
1700924400,34.966,46.567,7.3965,8.093,160533
1700902800,42.7,41.1,4.79,5.1525,160533
1700895600,40.933,42.767,4.74,5.015000000000001,160533
1700881200,38.034,47.433,5.3275,5.793,160533
1700888400,38.034,44.8,4.2044999999999995,4.6135,160533
1700870400,43.466,52.267,20.0645,21.175,160533
1700938800,28.466,52.434,9.7805,10.4415,160533
1700874000,40.233,50.834,12.927,13.803,160533
1700935200,29.566,52.367,11.1685,11.982,160533
1700953200,39.8,44.734,9.809000000000001,10.8475,160533
1700899200,41.867,42.0,4.5915,4.927,160533
1700942400,27.367,53.9,8.064,8.7245,160533
1700917200,41.067,42.0,8.654499999999999,9.3415,160533
1700928000,33.2,48.1,9.763,10.5505,160533
1700949600,36.375,46.784,8.3585,9.1725,160533
1700906400,43.9,40.2,5.1815,5.602,160533
1700877600,38.666,49.4,8.013,8.474,160533
