Date,Ward 1 AQI,Ward 2 AQI,Ward 3 AQI,Ward 4 AQI,Ward 5 AQI,Ward 6 AQI,Ward 7 AQI,Ward 8 AQI
2023-11-13 19:00:00,15,45,3,52,56,,65,57
2023-11-14 19:00:00,21,52,8,57,61,,62,37
2023-11-15 19:00:00,28,57,18,61,66,,59,49
2023-11-16 19:00:00,38,65,27,71,80,,82,54
2023-11-17 19:00:00,16,35,11,41,45,,37,20
2023-11-18 19:00:00,27,29,5,27,29,,30,6
2023-11-19 19:00:00,40,45,11,56,57,,61,34
2023-11-20 19:00:00,8,28,11,38,40,,38,9
2023-11-21 19:00:00,119,19,4,25,26,,22,8
2023-11-22 19:00:00,12,11,3,20,23,,20,3
2023-11-23 19:00:00,35,70,17,90,84,,94,66
2023-11-24 19:00:00,16,28,11,33,36,,34,11
2023-11-25 19:00:00,23,63,17,73,77,,79,57
2023-11-26 19:00:00,27,45,28,55,53,,53,29
2023-11-27 19:00:00,63,36,9,42,42,,42,12
2023-11-28 19:00:00,92,52,0,47,49,,47,14
2023-11-29 19:00:00,54,56,1,56,62,,62,37
2023-11-30 19:00:00,37,65,2,76,78,,69,58
2023-12-01 19:00:00,30,101,1,120,116,,108,97
2023-12-02 19:00:00,90,66,3,76,74,,70,64
2023-12-03 19:00:00,59,39,1,53,55,,52,32
2023-12-04 19:00:00,47,40,0,54,54,,54,22
2023-12-05 19:00:00,11,65,0,71,69,,68,54
2023-12-06 19:00:00,14,42,1,45,48,,43,14
2023-12-07 19:00:00,22,58,4,70,69,,62,43
2023-12-08 19:00:00,35,83,12,100,98,,93,77
2023-12-09 19:00:00,46,64,14,80,83,,81,54
2023-12-10 19:00:00,22,14,2,16,18,,15,3
2023-12-11 19:00:00,10,30,3,43,43,,39,10
2023-12-12 19:00:00,13,41,2,55,52,,45,16
2023-12-13 19:00:00,9,38,1,45,42,,53,18
2023-12-14 19:00:00,34,49,3,53,55,,53,30
2023-12-15 19:00:00,53,54,,52,71,,71,55
2023-12-16 19:00:00,78,85,,104,85,,88,75
2023-12-17 19:00:00,120,5,,7,19,,5,2
2023-12-18 19:00:00,76,9,,6,9,,6,0
2023-12-19 19:00:00,10,30,6,45,56,24,37,6
2023-12-20 19:00:00,15,55,2,65,76,56,74,48
2023-12-21 19:00:00,20,84,13,89,,82,89,72
2023-12-22 19:00:00,11,58,18,64,68,59,63,46
2023-12-23 19:00:00,14,63,6,83,81,61,70,55
2023-12-24 19:00:00,20,72,15,93,107,78,78,70
2023-12-25 19:00:00,55,71,36,80,,70,74,58
2023-12-26 19:00:00,7,50,7,53,37,52,51,27
2023-12-27 19:00:00,5,29,39,37,28,28,30,16
2023-12-28 19:00:00,24,28,33,39,29,28,36,13
2023-12-29 19:00:00,16,14,7,16,18,15,17,1
2023-12-30 19:00:00,12,11,0,14,16,9,17,3
2023-12-31 19:00:00,21,48,16,67,59,52,69,43
2024-01-01 19:00:00,23,25,3,35,36,25,31,5
2024-01-02 19:00:00,16,47,9,55,57,46,57,23
2024-01-03 19:00:00,14,47,3,56,59,45,55,30
2024-01-04 19:00:00,17,28,1,34,36,28,32,10
2024-01-05 19:00:00,14,52,1,64,62,52,58,30
2024-01-06 19:00:00,21,62,2,66,66,60,67,52
2024-01-07 19:00:00,21,51,5,53,54,45,53,29
2024-01-08 19:00:00,11,45,2,57,52,40,51,22
2024-01-09 19:00:00,72,6,1,3,4,1,2,0
2024-01-10 19:00:00,11,24,2,26,27,16,20,2
2024-01-11 19:00:00,12,37,3,47,56,48,61,26
2024-01-12 19:00:00,33,13,3,16,19,8,12,1
2024-01-13 19:00:00,19,14,0,19,17,12,14,0
2024-01-14 19:00:00,11,28,7,35,29,27,23,3
2024-01-15 19:00:00,12,68,1,78,75,70,73,46
2024-01-16 19:00:00,16,43,8,34,42,30,36,4
2024-01-17 19:00:00,9,45,1,52,50,34,52,11
2024-01-18 19:00:00,13,84,5,100,94,82,93,65
2024-01-19 19:00:00,14,56,1,66,55,47,55,27
2024-01-20 19:00:00,12,40,0,34,36,29,36,6
2024-01-21 19:00:00,11,63,1,67,71,58,66,31
2024-01-22 19:00:00,19,70,2,84,83,71,78,53
2024-01-23 19:00:00,39,90,5,106,103,87,89,79
2024-01-24 19:00:00,25,84,8,103,107,85,93,71
2024-01-25 19:00:00,20,38,23,46,52,35,37,11
2024-01-26 19:00:00,13,40,6,54,54,36,45,17
2024-01-27 19:00:00,23,18,5,25,27,19,20,8
2024-01-28 19:00:00,4,12,3,13,16,12,11,2
2024-01-29 19:00:00,6,25,2,25,29,23,25,4
2024-01-30 19:00:00,6,46,10,52,53,46,47,18
2024-01-31 19:00:00,23,77,2,81,86,72,82,58
2024-02-01 19:00:00,147,34,2,46,54,34,44,19
2024-02-02 19:00:00,39,9,9,13,22,10,10,0
2024-02-03 19:00:00,21,49,11,54,66,52,65,34
2024-02-04 19:00:00,31,54,2,57,67,57,63,33
2024-02-05 19:00:00,11,41,0,46,53,44,49,17
2024-02-06 19:00:00,12,35,2,45,52,45,57,23
2024-02-07 19:00:00,13,48,4,62,62,43,56,22
2024-02-08 19:00:00,18,51,24,58,63,51,53,32
2024-02-09 19:00:00,54,73,13,89,91,77,86,71
2024-02-10 19:00:00,39,74,21,90,93,76,79,70
2024-02-11 19:00:00,31,97,15,110,107,97,100,90
2024-02-12 19:00:00,7,27,10,37,38,29,32,16
2024-02-13 19:00:00,74,24,3,30,35,25,29,9
2024-02-14 19:00:00,98,43,1,39,52,30,49,9
2024-02-15 19:00:00,21,40,1,25,32,18,28,6
2024-02-16 19:00:00,11,35,2,30,32,25,29,5
2024-02-17 19:00:00,8,74,3,45,49,40,47,15
2024-02-18 19:00:00,8,61,5,41,45,32,41,14
2024-02-19 19:00:00,17,71,4,75,79,72,76,57
2024-02-20 19:00:00,9,29,3,40,39,30,33,8
2024-02-21 19:00:00,11,21,1,27,32,21,23,5
2024-02-22 19:00:00,25,70,3,78,80,70,68,64
2024-02-23 19:00:00,24,62,14,68,72,63,66,58
2024-02-24 19:00:00,11,32,1,36,40,29,37,8
2024-02-25 19:00:00,60,28,5,39,47,29,34,10
2024-02-26 19:00:00,56,76,19,84,90,76,81,74
2024-02-27 19:00:00,56,63,17,74,79,64,66,60
2024-02-28 19:00:00,8,14,2,15,18,14,14,2
2024-02-29 19:00:00,20,18,13,20,27,18,24,3
2024-03-01 19:00:00,30,18,5,27,34,21,22,6
2024-03-02 19:00:00,18,41,6,54,61,49,55,39
2024-03-03 19:00:00,15,24,21,38,49,32,43,13
2024-03-04 19:00:00,2,5,7,8,12,5,7,0
2024-03-05 19:00:00,11,40,54,47,51,39,39,15
2024-03-06 19:00:00,6,31,2,35,37,31,31,21
2024-03-07 19:00:00,60,15,6,16,23,14,23,4
2024-03-08 19:00:00,7,16,11,18,20,15,13,1
2024-03-09 19:00:00,8,10,2,13,16,8,11,2
2024-03-10 20:00:00,14,1,1,2,4,1,2,0
2024-03-11 20:00:00,26,12,3,13,20,11,13,2
2024-03-12 20:00:00,15,36,11,34,55,44,54,37
2024-03-13 20:00:00,31,52,13,59,74,57,70,56
2024-03-14 20:00:00,84,44,6,47,61,55,54,54
2024-03-15 20:00:00,48,13,3,16,20,16,16,2
2024-03-16 20:00:00,15,19,10,24,35,22,28,10
2024-03-17 20:00:00,27,9,10,12,16,10,27,0
2024-03-18 20:00:00,8,10,0,11,16,10,13,1
2024-03-19 20:00:00,14,30,8,30,38,28,29,13
2024-03-20 20:00:00,7,78,11,8,12,9,8,1
2024-03-21 20:00:00,21,50,2,26,35,24,37,5
2024-03-22 20:00:00,31,22,5,35,34,28,25,9
2024-03-23 20:00:00,8,10,3,16,21,19,17,2
2024-03-24 20:00:00,19,13,2,30,39,30,36,8
2024-03-25 20:00:00,34,22,17,18,25,21,26,4
2024-03-26 20:00:00,27,63,16,45,48,36,36,16
2024-03-27 20:00:00,54,8,5,59,60,53,53,36
2024-03-28 20:00:00,16,19,4,41,51,37,41,22
2024-03-29 20:00:00,19,47,2,28,37,29,32,11
2024-03-30 20:00:00,31,70,14,62,64,53,57,41
2024-03-31 20:00:00,36,30,11,60,62,55,52,41
2024-04-01 20:00:00,11,47,21,47,53,38,36,20
2024-04-02 20:00:00,2,2,12,8,13,10,5,1
2024-04-03 20:00:00,3,9,16,12,19,10,14,4
2024-04-04 20:00:00,9,2,9,6,11,5,6,1
2024-04-05 20:00:00,16,4,5,6,10,6,6,0
2024-04-06 20:00:00,12,12,7,8,12,8,9,1
2024-04-07 20:00:00,13,8,9,38,51,23,37,10
2024-04-08 20:00:00,28,13,10,46,55,47,44,33
2024-04-09 20:00:00,47,34,27,63,71,60,60,54
2024-04-10 20:00:00,26,13,21,36,45,32,30,13
2024-04-11 20:00:00,26,6,,15,19,12,14,3
2024-04-12 20:00:00,22,1,,4,5,2,2,0
2024-04-13 20:00:00,13,26,,18,24,12,20,6
2024-04-14 20:00:00,118,17,,33,43,29,30,16
2024-04-15 20:00:00,61,15,,25,35,21,26,8
2024-04-16 20:00:00,30,13,,34,47,33,30,20
2024-04-17 20:00:00,40,20,,68,74,66,64,57
2024-04-18 20:00:00,15,10,,58,63,55,54,34
2024-04-19 20:00:00,28,12,,44,50,30,32,18
2024-04-20 20:00:00,38,6,,11,16,10,11,3
2024-04-21 20:00:00,39,6,11,25,31,19,24,4
2024-04-22 20:00:00,15,9,5,32,49,26,41,12
2024-04-23 20:00:00,39,19,11,25,33,23,23,9
2024-04-24 20:00:00,13,8,3,23,30,22,20,5
2024-04-25 20:00:00,9,11,8,18,21,17,16,3
2024-04-26 20:00:00,31,6,1,15,18,14,12,2
2024-04-27 20:00:00,30,26,10,53,83,52,46,34
2024-04-28 20:00:00,56,36,16,58,63,53,52,37
2024-04-29 20:00:00,57,30,16,60,64,55,55,40
2024-04-30 20:00:00,35,12,11,28,32,24,23,9
2024-05-01 20:00:00,35,16,13,43,55,38,39,27
2024-05-02 20:00:00,37,16,11,44,51,39,36,24
2024-05-03 20:00:00,25,7,3,15,19,16,12,1
2024-05-04 20:00:00,14,3,7,34,40,31,24,15
2024-05-05 20:00:00,31,12,12,65,67,49,54,33
2024-05-06 20:00:00,60,24,12,64,68,54,57,37
2024-05-07 20:00:00,41,19,14,48,56,44,47,31
2024-05-08 20:00:00,41,10,7,27,38,30,34,14
2024-05-09 20:00:00,69,5,7,21,28,18,17,7
2024-05-10 20:00:00,27,1,9,9,12,5,6,1
2024-05-11 20:00:00,25,3,4,15,22,11,13,1
2024-05-12 20:00:00,57,8,14,36,64,26,31,10
