name,hour,iaqi_value
DC2023-22,3,37.931481481481484
DC2023-22,4,37.769444444444446
DC2023-22,5,34.42421531701193
DC2023-22,6,35.40740740740741
DC2023-22,7,31.16388888888889
DC2023-22,8,22.626851851851853
DC2023-22,9,29.944444444444443
DC2023-22,10,42.88703703703704
DC2023-22,11,54.306481481481484
DC2023-22,12,63.95648148148148
DC2023-22,13,71.9361111111111
DC2023-22,14,73.4898148148148
DC2023-22,15,76.67222222222222
DC2023-22,16,79.63703703703703
DC2023-22,17,81.13148148148149
DC2023-22,18,80.09259259259258
DC2023-22,19,79.55185185185185
DC2023-22,20,79.56574074074075
DC2023-22,21,68.43148148148148
DC2023-22,22,56.28333333333333
DC2023-22,23,45.013888888888886
DC2023-29,0,74.76052631578948
DC2023-29,1,77.05740740740741
DC2023-29,2,76.86574074074073
DC2023-29,3,77.29074074074074
DC2023-29,4,83.94074074074075
DC2023-29,5,87.04629629629629
DC2023-29,6,88.45925925925926
DC2023-29,7,89.03611111111111
DC2023-29,8,89.30000000000001
DC2023-29,9,89.36111111111111
DC2023-29,10,89.2925925925926
DC2023-29,11,88.97222222222223
DC2023-29,12,88.3111111111111
DC2023-29,13,85.35185185185185
DC2023-29,14,80.83981481481482
DC2023-29,15,63.17129629629629
DC2023-29,16,61.89814814814814
DC2023-29,17,68.91388888888889
DC2023-29,18,70.58425925925926
DC2023-29,19,77.47962962962964
DC2023-29,20,78.22962962962963
DC2023-29,21,71.83333333333333
DC2023-29,22,70.60740740740741
DC2023-29,23,71.70092592592592
DC2023-31,0,35.103508771929825
DC2023-31,1,34.833333333333336
DC2023-31,2,39.31666666666667
DC2023-31,3,40.974074074074075
DC2023-31,4,43.09131754705525
DC2023-31,5,44.52777777777778
DC2023-31,6,46.45185185185185
DC2023-31,7,48.25
DC2023-31,8,49.9574074074074
DC2023-31,9,51.489814814814814
DC2023-31,10,52.577777777777776
DC2023-31,11,51.74907407407407
DC2023-31,12,46.12314814814815
DC2023-31,13,46.12037037037037
DC2023-31,14,42.01759259259259
DC2023-31,15,44.915740740740745
DC2023-31,16,46.81666666666666
DC2023-31,17,49.028703703703705
DC2023-31,18,51.06574074074074
DC2023-31,19,50.18888888888889
DC2023-31,20,49.321296296296296
DC2023-31,21,50.97962962962963
DC2023-31,22,48.39351851851852
DC2023-31,23,41.922222222222224
DC2023-45,0,47.90595238095238
DC2023-45,1,58.042857142857144
DC2023-45,2,66.0702380952381
DC2023-45,3,71.15833333333333
DC2023-45,4,72.41309523809524
DC2023-45,5,73.45318805488297
DC2023-45,6,73.29761904761905
DC2023-45,7,74.04761904761905
DC2023-45,8,74.01309523809525
DC2023-45,9,57.3297619047619
DC2023-45,10,63.358333333333334
DC2023-45,11,57.59877828113203
DC2023-45,12,52.857692307692304
DC2023-45,13,59.28589743589744
DC2023-45,14,56.25384615384615
DC2023-45,15,66.63717948717948
DC2023-45,16,74.14102564102565
DC2023-45,17,79.87179487179486
DC2023-45,18,80.37692307692308
DC2023-45,19,75.16153846153847
DC2023-45,20,73.05384615384615
DC2023-45,21,70.56153846153846
DC2023-45,22,61.81410256410257
DC2023-45,23,48.42564102564102
