name,hour,iaqi_value
DC2023-28,15,75.78703703703702
DC2023-28,16,77.81944444444444
DC2023-28,17,81.9175925925926
DC2023-28,18,83.19074074074075
DC2023-28,19,83.88168549905839
DC2023-28,20,83.83732943469786
DC2023-28,21,83.07407407407408
DC2023-28,22,79.40833333333333
DC2023-28,23,73.53055555555555
DC2023-33,0,82.09814814814814
DC2023-33,1,83.34705882352942
DC2023-33,2,83.55588235294118
DC2023-33,3,85.6813725490196
DC2023-33,4,88.72450980392156
DC2023-33,5,90.0156862745098
DC2023-33,6,90.6813725490196
DC2023-33,7,90.92450980392157
DC2023-33,8,91.23823529411764
DC2023-33,9,91.2656862745098
DC2023-33,10,91.22450980392156
DC2023-33,11,90.65882352941176
DC2023-33,12,89.57450980392157
DC2023-33,13,82.32941176470588
DC2023-33,14,82.27268518518518
DC2023-33,15,81.24166666666666
DC2023-33,16,80.82407407407408
DC2023-33,17,80.26481481481481
DC2023-33,18,80.02222222222221
DC2023-33,19,80.38425925925927
DC2023-33,20,78.59074074074074
DC2023-33,21,79.95833333333333
DC2023-33,22,80.99444444444445
DC2023-33,23,82.05462962962963
DC2023-34,0,58.0219298245614
DC2023-34,1,60.13703703703704
DC2023-34,2,68.26296296296296
DC2023-34,3,73.08333333333333
DC2023-34,4,75.91481481481482
DC2023-34,5,81.15092592592593
DC2023-34,6,85.15
DC2023-34,7,86.66481481481482
DC2023-34,8,87.61851851851851
DC2023-34,9,88.82314814814815
DC2023-34,10,88.98703703703704
DC2023-34,11,88.60555555555555
DC2023-34,12,80.80740740740741
DC2023-34,13,75.71574074074073
DC2023-34,14,76.55092592592592
DC2023-34,15,76.71018518518518
DC2023-34,16,76.1037037037037
DC2023-34,17,73.81203703703703
DC2023-34,18,71.16018518518518
DC2023-34,19,74.86851851851851
DC2023-34,20,75.43888888888888
DC2023-34,21,74.03611111111111
DC2023-34,22,71.05925925925925
DC2023-34,23,63.44128718882817
DC2023-35,0,65.41228070175438
DC2023-35,1,64.79351851851851
DC2023-35,2,65.36574074074073
DC2023-35,3,64.58425925925926
DC2023-35,4,66.05555555555556
DC2023-35,5,63.9962962962963
DC2023-35,6,61.05092592592593
DC2023-35,7,57.449999999999996
DC2023-35,8,58.91111111111112
DC2023-35,9,59.38703703703704
DC2023-35,10,63.114814814814814
DC2023-35,11,64.46666666666667
DC2023-35,12,65.07592592592593
DC2023-35,13,60.01944444444444
DC2023-35,14,58.09166666666667
DC2023-35,15,65.14629629629628
DC2023-35,16,68.3111111111111
DC2023-35,17,64.6787037037037
DC2023-35,18,66.73148148148148
DC2023-35,19,68.05185185185185
DC2023-35,20,68.60185185185185
DC2023-35,21,62.9388888888889
DC2023-35,22,60.2574074074074
DC2023-35,23,63.52037037037038
DC2023-37,0,60.94649122807018
DC2023-37,1,64.1787037037037
DC2023-37,2,62.96481481481482
DC2023-37,3,63.415740740740745
DC2023-37,4,65.17777777777778
DC2023-37,5,64.88240740740741
DC2023-37,6,63.74907407407407
DC2023-37,7,63.208333333333336
DC2023-37,8,63.08981481481481
DC2023-37,9,62.095370370370375
DC2023-37,10,60.75555555555555
DC2023-37,11,60.21666666666667
DC2023-37,12,58.43055555555556
DC2023-37,13,58.736111111111114
DC2023-37,14,65.13703703703703
DC2023-37,15,69.6888888888889
DC2023-37,16,66.72037037037038
DC2023-37,17,66.49309764309764
DC2023-37,18,66.4175925925926
DC2023-37,19,66.35648148148148
DC2023-37,20,65.975
DC2023-37,21,65.77129629629628
DC2023-37,22,64.85462962962963
DC2023-37,23,60.24444444444445
DC2023-38,0,55.0595238095238
DC2023-38,1,58.19761904761905
DC2023-38,2,57.00714285714285
DC2023-38,3,53.40476190476191
DC2023-38,4,54.78809523809524
DC2023-38,5,54.98111380145279
DC2023-38,6,56.10476190476191
DC2023-38,7,56.59047619047619
DC2023-38,8,55.92380952380953
DC2023-38,9,56.08571428571428
DC2023-38,10,56.77454212454212
DC2023-38,11,55.669444444444444
DC2023-38,12,56.269444444444446
DC2023-38,13,49.69722222222222
DC2023-38,14,42.041666666666664
DC2023-38,15,41.702777777777776
DC2023-38,16,40.51944444444444
DC2023-38,17,41.175000000000004
DC2023-38,18,48.161111111111104
DC2023-38,19,50.541666666666664
DC2023-38,20,44.466854990583805
DC2023-38,21,46.833333333333336
DC2023-38,22,46.9
DC2023-38,23,48.175000000000004
DC2023-48,0,67.2
DC2023-48,1,69.81018518518518
DC2023-48,2,69.36111111111111
DC2023-48,3,70.92222222222223
DC2023-48,4,75.12407407407407
DC2023-48,5,82.66525423728814
DC2023-48,6,88.35833333333333
DC2023-48,7,91.10648148148148
DC2023-48,8,92.50833333333334
DC2023-48,9,92.53425925925927
DC2023-48,10,92.54166666666667
DC2023-48,11,90.40555555555555
DC2023-48,12,84.5962962962963
DC2023-48,13,81.13055555555555
DC2023-48,14,77.63796296296296
DC2023-48,15,75.93240740740741
DC2023-48,16,78.8212962962963
DC2023-48,17,77.79814814814814
DC2023-48,18,75.43240740740741
DC2023-48,19,76.86851851851851
DC2023-48,20,77.3537037037037
DC2023-48,21,75.90833333333333
DC2023-48,22,64.97222222222223
DC2023-48,23,64.79074074074074
