time_stamp,humidity,temperature,pm2.5_atm,pm10.0_atm
1700542800,20.433,86.233,7.06,7.598000000000001
1700546400,19.267,86.6,6.0915,6.613499999999999
1700550000,19.017,86.23400000000001,5.6355,6.04
1700553600,18.984,86.2995,5.3580000000000005,5.7165
1700557200,18.950000000000003,86.25,4.257,4.651
1700560800,18.517,86.467,3.324,3.6029999999999998
1700564400,18.633499999999998,86.483,2.2665,2.566
1700568000,19.033,86.6495,1.8955,2.1614999999999998
1700571600,19.817,86.6,1.583,1.8544999999999998
1700575200,20.883499999999998,86.5835,3.3995,3.9565
1700578800,22.05,87.85,9.532,11.086
1700582400,22.017,88.083,2.4125,2.796
1700586000,22.7835,87.6335,65.776,72.67899999999999
1700589600,23.767,87.15,42.007,45.921
1700593200,25.066499999999998,87.31649999999999,11.604,12.694500000000001
1700596800,26.367,86.15,1.5405,1.734
1700600400,26.0335,87.5835,1.6949999999999998,2.2355
1700604000,26.333,88.267,1.234,1.4575
1700607600,27.883499999999998,88.5,8.2745,9.639
1700611200,28.183500000000002,88.93350000000001,152.5755,171.385
1700614800,29.535,88.56700000000001,209.0505,230.082
1700618400,29.767,89.733,58.00599999999999,61.791999999999994
1700622000,29.5,89.6165,25.6875,31.137
1700625600,29.0,89.967,28.3365,32.5405
1700629200,29.25,89.6335,23.33,26.7785
1700632800,29.2,89.483,11.86,12.667000000000002
1700636400,28.816499999999998,89.967,16.744,17.998
1700640000,28.0665,89.833,12.608,13.724499999999999
1700643600,27.5,89.7165,7.9239999999999995,8.4265
1700647200,27.233,89.583,5.376,5.753
1700650800,27.0,89.45,3.3979999999999997,3.6094999999999997
1700654400,26.9,89.033,2.9419999999999997,3.12
1700658000,26.583,89.017,1.2505,1.3559999999999999
1700661600,26.5,89.1665,4.6595,5.159000000000001
1700665200,26.450000000000003,89.767,4.2035,4.685
1700668800,26.55,90.2165,1.5510000000000002,1.8795000000000002
1700672400,25.8,90.9,1.3605,1.6635
1700676000,27.367,89.2,3.379,5.0035
1700679600,27.133,87.8495,1.8825,2.5015
1700683200,27.7165,87.467,2.098,2.5204999999999997
1700686800,27.5,87.06649999999999,10.041500000000001,11.141
1700690400,28.1495,87.56700000000001,33.125,38.117000000000004
1700694000,28.267,87.05,95.1415,104.9525
1700697600,26.816499999999998,87.5335,45.9345,51.508500000000005
1700701200,26.433500000000002,86.783,11.7705,12.8415
1700704800,26.15,87.233,8.5465,9.4725
1700708400,25.700000000000003,87.517,4.1585,4.5675
1700712000,25.616500000000002,87.9165,8.3455,9.068999999999999
1700715600,25.2335,88.3495,3.9755,4.6
1700719200,24.9,89.017,1.326,1.5230000000000001
1700722800,24.567,88.68350000000001,0.332,0.4475
1700726400,23.85,88.6165,0.0735,0.1255
1700730000,23.250500000000002,88.26650000000001,0.0865,0.136
1700733600,22.583,88.2,0.662,0.756
1700737200,22.517000000000003,88.1665,0.565,0.613
1700740800,22.433500000000002,88.1165,0.758,0.873
