time_stamp,iaqi_value
1700542800,1.6944
1700546400,1.46196
1700550000,1.35252
1700553600,1.2859200000000002
1700557200,1.02168
1700560800,0.7977599999999999
1700564400,0.54396
1700568000,0.45492
1700571600,0.37992
1700575200,0.81588
1700578800,2.28768
1700582400,0.579
1700586000,170.9018857142857
1700589600,103.6426387755102
1700593200,2.78496
1700596800,0.36972
1700600400,0.40679999999999994
1700604000,0.29616
1700607600,1.9858799999999999
1700611200,203.0943681818182
1700614800,260.0827772727273
1700618400,155.85345714285714
1700622000,57.46099489795918
1700625600,58.72062142857143
1700629200,56.33997959183673
1700632800,2.8463999999999996
1700636400,53.2082693877551
1700640000,51.241559183673466
1700643600,1.90176
1700647200,1.29024
1700650800,0.8155199999999999
1700654400,0.7060799999999999
1700658000,0.30012
1700661600,1.1182800000000002
1700665200,1.00884
1700668800,0.37224
1700672400,0.32652
1700676000,0.81096
1700679600,0.4518
1700683200,0.50352
1700686800,2.4099600000000003
1700690400,60.997602040816325
1700694000,227.77506836734693
1700697600,105.23768469387755
1700701200,2.82492
1700704800,2.05116
1700708400,0.99804
1700712000,2.0029199999999996
1700715600,0.95412
1700719200,0.31824
1700722800,0.07968
1700726400,0.01764
1700730000,0.020759999999999997
1700733600,0.15888
1700737200,0.13559999999999997
1700740800,0.18192
1700744400,0.16283999999999998
1700748000,0.34115999999999996
1700751600,0.21588
1700755200,0.37583999999999995
1700758800,0.5143199999999999
1700762400,0.32592
1700766000,0.6920399999999999
1700769600,0.60048
1700773200,0.4962
1700776800,0.6160800000000001
1700780400,0.8450399999999999
1700784000,1.0556400000000001
1700787600,1.40832
1700791200,2.4525599999999996
1700794800,
1700798400,53.72205816326531
1700802000,52.43437653061225
1700805600,2.6729999999999996
1700809200,1.98984
1700812800,1.8013199999999998
1700816400,1.82832
1700820000,1.9099199999999998
1700823600,2.18868
1700827200,2.22636
1700830800,2.30412
1700834400,1.9096799999999998
1700838000,1.04268
1700841600,1.05684
1700845200,1.50732
1700848800,2.43048
1700852400,51.551591836734694
1700856000,56.03636632653061
1700859600,56.208738775510206
1700863200,51.91939897959184
1700866800,183.7927918367347
1700870400,61.46407755102041
1700874000,2.42028
1700877600,0.94488
1700881200,0.5244
1700884800,0.5658
1700888400,1.80264
1700892000,1.76568
1700895600,1.77552
1700899200,1.27656
1700902800,0.7929599999999999
1700906400,0.68952
1700910000,0.64032
1700913600,0.59232
1700917200,0.5682
1700920800,0.46872
1700924400,0.53688
1700928000,0.49896
1700931600,0.49116
1700935200,0.5154
1700938800,0.54576
1700942400,51.352828571428574
1700946000,52.579644897959184
1700949600,52.05515714285714
1700953200,58.583198979591835
1700956800,56.4277112244898
1700960400,51.735852040816326
1700964000,2.04528
1700967600,2.19588
1700971200,2.0947199999999997
1700974800,2.52396
1700978400,2.81784
1700982000,2.28432
1700985600,1.8807600000000002
1700989200,1.98672
1700992800,1.9540799999999998
1700996400,1.9449599999999998
1701000000,1.9745999999999997
1701003600,2.11524
1701007200,1.4792399999999997
1701010800,0.74016
1701014400,0.6546
1701018000,2.00664
1701021600,51.77769693877551
1701025200,52.99500306122449
1701028800,52.06728265306123
1701032400,51.16928163265306
1701036000,51.93485306122449
1701039600,52.33309285714286
1701043200,51.78744489795918
1701046800,52.696144897959186
1701050400,51.36733163265306
1701054000,1.6212
1701057600,1.3841999999999999
1701061200,1.12716
1701064800,1.05672
1701068400,0.92904
1701072000,0.9524399999999998
1701075600,0.96804
1701079200,0.88344
1701082800,0.93312
1701086400,1.0031999999999999
1701090000,0.88548
1701093600,0.38880000000000003
1701097200,1.8348
1701100800,2.7043199999999996
1701104400,51.073704081632656
1701108000,1.31964
1701111600,1.1526
1701115200,1.0562399999999998
1701118800,0.9503999999999999
1701122400,1.11504
1701126000,1.7126399999999997
1701129600,61.14263265306122
1701133200,59.6687887755102
1701136800,55.23584489795918
1701140400,2.68212
1701144000,1.3066799999999998
1701147600,54.98762857142857
1701151200,152.05164693877552
1701154800,57.27673469387755
1701158400,2.7439199999999997
1701162000,1.0235999999999998
1701165600,0.55188
1701169200,0.40512
1701172800,0.46559999999999996
1701176400,0.44880000000000003
1701180000,0.35219999999999996
1701183600,0.49427999999999994
1701187200,0.62268
1701190800,0.7977599999999999
1701194400,0.7606799999999999
1701198000,0.49127999999999994
1701201600,56.21753571428572
1701205200,52.81906428571428
1701208800,1.02444
1701212400,0.42467999999999995
1701216000,52.55800918367347
1701219600,1.21056
1701223200,0.50136
1701226800,152.88347448979593
1701230400,228.6427255102041
1701234000,104.8504469387755
1701237600,258.77250714285714
1701241200,103.44242040816327
1701244800,53.39062755102041
1701248400,1.4886000000000001
1701252000,1.0211999999999999
1701255600,0.9709199999999999
