time_stamp,iaqi_value
1700542800,52.629335714285716
1700546400,51.31906734693877
1700550000,51.05789336734694
1700553600,2.60874
1700557200,2.3345999999999996
1700560800,1.54572
1700564400,1.1966999999999999
1700568000,1.01928
1700571600,1.1562000000000001
1700575200,1.6387800000000001
1700578800,1.7326199999999998
1700582400,2.1384
1700586000,1.95132
1700589600,1.2738599999999998
1700593200,0.7978799999999999
1700596800,0.7336199999999999
1700600400,0.6398999999999999
1700604000,0.33648
1700607600,0.17082
1700611200,0.09245999999999999
1700614800,0.17951999999999999
1700618400,0.27924
1700622000,0.13818
1700625600,0.044219999999999995
1700629200,0.1692
1700632800,0.49385999999999997
1700636400,1.30752
1700640000,1.9317
1700643600,2.77248
1700647200,52.62921683673469
1700650800,52.29659744897959
1700654400,51.58796836734694
1700658000,51.41274285714286
1700661600,51.839751020408166
1700665200,2.631
1700668800,0.8942999999999999
1700672400,0.7726199999999999
1700676000,0.4407
1700679600,0.37782000000000004
1700683200,0.35286
1700686800,0.38532
1700690400,0.49404
1700694000,0.8724
1700697600,0.9499799999999999
1700701200,0.84492
1700704800,0.77862
1700708400,0.69726
1700712000,0.57684
1700715600,0.21647999999999998
1700719200,0.23063999999999998
1700722800,0.306
1700726400,0.2652
1700730000,0.28074
1700733600,0.36588
1700737200,0.7483799999999999
1700740800,1.25466
1700744400,1.54068
1700748000,1.5534599999999998
1700751600,1.4016
1700755200,1.46154
1700758800,1.32084
1700762400,1.15416
1700766000,1.08354
1700769600,0.99648
1700773200,1.25922
1700776800,51.76580918367347
1700780400,55.47169795918367
1700784000,56.84723010204081
1700787600,59.92580204081632
1700791200,60.08486020408163
1700794800,59.70587857142857
1700798400,53.82013214285714
1700802000,52.654418877551024
1700805600,51.65228112244898
1700809200,52.90691479591837
1700812800,54.653107142857145
1700816400,55.71206836734694
1700820000,56.8057418367347
1700823600,57.67865969387755
1700827200,58.22609081632653
1700830800,58.84306530612245
1700834400,58.30003265306122
1700838000,58.164274489795915
1700841600,57.56346734693877
1700845200,57.354599489795916
1700848800,57.17937397959184
1700852400,58.13788367346939
1700856000,59.072736734693876
1700859600,59.342469897959184
1700863200,60.0648887755102
1700866800,59.66902653061224
1700870400,53.970987755102044
1700874000,2.3349599999999997
1700877600,2.06784
1700881200,1.3698
1700884800,1.26366
1700888400,1.0632599999999999
1700892000,1.0887000000000002
1700895600,1.23756
1700899200,1.1925
1700902800,1.2225
1700906400,1.27314
1700910000,1.4036399999999998
1700913600,1.98468
1700917200,1.8689999999999998
1700920800,1.58988
1700924400,1.6471799999999999
1700928000,2.3230199999999996
1700931600,2.54676
1700935200,2.3068199999999996
1700938800,2.11812
1700942400,2.0193600000000003
1700946000,2.13258
1700949600,2.5278
1700953200,2.4678
1700956800,52.06038775510204
1700960400,52.52270255102041
1700964000,57.96527346938775
1700967600,60.832124489795916
1700971200,61.336521938775505
1700974800,61.11754948979591
1700978400,61.99403367346939
1700982000,61.525774999999996
1700985600,59.16653112244898
1700989200,58.70029336734694
1700992800,58.40559591836735
1700996400,58.93448214285714
1701000000,58.980606632653064
1701003600,58.57939489795918
1701007200,55.33154132653061
1701010800,53.06680510204082
1701014400,52.376483163265306
1701018000,51.053376020408166
1701021600,51.69543367346939
1701025200,51.71255204081633
1701028800,52.70910255102041
1701032400,52.71516530612245
1701036000,52.39811887755102
1701039600,53.53577704081633
1701043200,56.69268928571429
1701046800,59.841161224489795
1701050400,58.472523979591834
1701054000,54.46516173469388
1701057600,52.7486887755102
1701061200,2.7165
1701064800,2.75508
1701068400,2.63634
1701072000,
1701075600,2.85
1701079200,2.5747199999999997
1701082800,2.6425799999999997
1701086400,51.446741836734695
1701090000,
1701093600,1.0149
1701097200,0.9133199999999998
1701100800,1.0338000000000003
1701104400,1.3458599999999998
1701108000,1.5829199999999999
1701111600,1.89636
1701115200,2.0035199999999995
1701118800,2.2424399999999998
1701122400,2.32932
1701126000,2.157
1701129600,2.25858
1701133200,2.7699000000000003
1701136800,51.59165357142857
1701140400,52.017354081632654
1701144000,52.27163316326531
1701147600,51.58440204081633
1701151200,2.7579599999999997
1701154800,2.3881799999999997
1701158400,2.0555999999999996
1701162000,2.01162
1701165600,2.0502599999999997
1701169200,2.0121
1701172800,1.81938
1701176400,1.7291400000000001
1701180000,1.7179200000000001
1701183600,1.76982
1701187200,1.9423199999999998
1701190800,1.85406
1701194400,1.57146
1701198000,1.31682
1701201600,1.3918199999999998
1701205200,1.68822
1701208800,1.7990399999999998
1701212400,1.91034
1701216000,2.1909
1701219600,2.03526
1701223200,2.08956
1701226800,1.9881599999999997
1701230400,2.1130199999999997
1701234000,2.21514
1701237600,2.2407
1701241200,2.4770999999999996
1701244800,2.6488799999999997
1701248400,2.8128599999999997
1701252000,51.173561224489795
1701255600,51.895385714285716
1701259200,52.30004489795918
1701262800,52.735374489795916
1701266400,52.378266326530614
1701270000,51.26842551020408
1701273600,51.52044591836734
1701277200,2.2716
1701280800,2.06046
1701284400,2.36172
1701288000,2.12808
1701291600,2.53692
1701295200,2.3203199999999997
1701298800,2.58162
1701302400,51.93235663265306
1701306000,61.23678367346939
1701309600,101.6496943877551
1701313200,54.96979693877551
1701316800,52.49952142857143
1701320400,52.437705102040816
1701324000,52.841056632653064
1701327600,52.5715612244898
1701331200,52.32524693877551
1701334800,52.28542295918368
1701338400,53.293623469387754
1701342000,55.283514795918364
1701345600,56.95921275510204
1701349200,54.9621887755102
1701352800,53.738938775510206
1701356400,53.330356632653064
1701360000,52.60009183673469
1701363600,2.1915
1701367200,1.8631199999999999
