time_stamp,iaqi_value
1700542800,0.879
1700546400,0.8331599999999999
1700550000,0.84936
1700553600,0.77184
1700557200,0.64356
1700560800,0.53484
1700564400,0.41844
1700568000,0.36096
1700571600,0.33311999999999997
1700575200,0.30815999999999993
1700578800,0.45432
1700582400,0.52464
1700586000,0.60708
1700589600,0.57156
1700593200,0.44736000000000004
1700596800,0.37212
1700600400,0.3156
1700604000,0.25032
1700607600,0.25367999999999996
1700611200,0.28523999999999994
1700614800,0.24143999999999993
1700618400,0.19524
1700622000,0.15216
1700625600,0.10296
1700629200,0.1032
1700632800,0.10007999999999999
1700636400,0.11675999999999999
1700640000,0.18288
1700643600,0.24599999999999997
1700647200,0.32904
1700650800,0.42551999999999995
1700654400,0.43848
1700658000,0.4332
1700661600,0.39492
1700665200,0.36311999999999994
1700668800,0.33516
1700672400,0.29328
1700676000,0.27672
1700679600,0.25811999999999996
1700683200,0.23916
1700686800,0.21984
1700690400,0.17495999999999998
1700694000,0.19524
1700697600,0.19127999999999998
1700701200,0.20256
1700704800,0.21168
1700708400,0.20819999999999997
1700712000,0.183
1700715600,0.15372000000000002
1700719200,0.1218
1700722800,0.06924
1700726400,0.05687999999999999
1700730000,0.0366
1700733600,0.034559999999999994
1700737200,0.036359999999999996
1700740800,0.06228
1700744400,0.09563999999999998
1700748000,0.13763999999999996
1700751600,0.14268
1700755200,0.1536
1700758800,0.17915999999999999
1700762400,0.18059999999999998
1700766000,0.19127999999999998
1700769600,0.19319999999999998
1700773200,0.21408
1700776800,0.2904
1700780400,0.36648
1700784000,0.44051999999999997
1700787600,0.53208
1700791200,0.7505999999999999
1700794800,0.9211199999999999
1700798400,0.9728399999999999
1700802000,0.9580799999999999
1700805600,0.91632
1700809200,0.87936
1700812800,0.8485199999999999
1700816400,0.8615999999999999
1700820000,0.876
1700823600,0.91032
1700827200,0.93636
1700830800,0.94656
1700834400,0.93792
1700838000,0.9925200000000001
1700841600,1.0336800000000002
1700845200,1.15848
1700848800,1.04616
1700852400,1.08432
1700856000,1.0774799999999998
1700859600,1.16964
1700863200,1.30632
1700866800,1.4718
1700870400,1.43532
1700874000,1.34328
1700877600,1.2183599999999999
1700881200,1.0647600000000002
1700884800,0.89352
1700888400,0.76884
1700892000,0.64116
1700895600,0.57
1700899200,0.47508
1700902800,0.42263999999999996
1700906400,0.38387999999999994
1700910000,0.34463999999999995
1700913600,0.3444
1700917200,0.31751999999999997
1700920800,0.28991999999999996
1700924400,0.38676
1700928000,0.40896
1700931600,0.38904
1700935200,0.4368
1700938800,0.41928
1700942400,0.43248
1700946000,0.45924
1700949600,0.56616
1700953200,0.9727199999999999
1700956800,1.1596799999999998
1700960400,1.28916
1700964000,1.4226
1700967600,1.45716
1700971200,1.4562
1700974800,1.38228
1700978400,1.23192
1700982000,1.08144
1700985600,0.9685200000000002
1700989200,0.92652
1700992800,0.89568
1700996400,0.94272
1701000000,0.9006
1701003600,0.89724
1701007200,0.83844
1701010800,0.79416
1701014400,0.72744
1701018000,0.70236
1701021600,0.6521999999999999
1701025200,0.60192
1701028800,0.57936
1701032400,0.54972
1701036000,0.6200399999999999
1701039600,0.759
1701043200,0.80064
1701046800,0.9178799999999999
1701050400,0.93936
1701054000,0.9056399999999999
1701057600,0.87036
1701061200,0.98148
1701064800,1.2946799999999998
1701068400,1.66848
1701072000,2.0074799999999997
1701075600,2.3447999999999998
1701079200,2.7595199999999998
1701082800,51.316927551020406
1701086400,51.43865816326531
1701090000,2.81952
1701093600,2.4211199999999997
1701097200,2.0068799999999998
1701100800,1.7074799999999999
1701104400,1.45764
1701108000,1.3021200000000002
1701111600,1.2006000000000001
1701115200,1.0959599999999998
1701118800,1.0121999999999998
1701122400,0.9198
1701126000,0.83724
1701129600,0.7713599999999999
1701133200,0.77184
1701136800,0.7815599999999999
1701140400,0.79236
1701144000,0.8332799999999999
1701147600,0.80088
1701151200,0.7578
1701154800,0.6930000000000001
1701158400,0.61176
1701162000,0.5538
1701165600,0.5064
1701169200,0.48083999999999993
1701172800,0.44723999999999997
1701176400,0.4104
1701180000,0.40775999999999996
1701183600,0.39948
1701187200,0.40271999999999997
1701190800,0.38088
1701194400,0.375
1701198000,0.30588
1701201600,0.2526
1701205200,0.22679999999999997
1701208800,0.1998
1701212400,0.027959999999999974
1701216000,0.0026399999999999996
1701219600,0.0014399999999999999
1701223200,0.002399999999999976
1701226800,0.00035999999999999997
1701230400,0.0006
1701234000,0.0
1701237600,0.0
1701241200,0.0
1701244800,0.0
1701248400,0.0
1701252000,0.00024
1701255600,0.0
1701259200,0.00012
1701262800,0.00012
1701266400,0.0013199999999999998
1701270000,0.00048
1701273600,0.00035999999999999997
1701277200,0.0
1701280800,0.0024
1701284400,0.0057599999999999995
1701288000,0.0021599999999999996
1701291600,0.0026399999999999996
1701295200,0.0078
1701298800,0.008400000000000001
1701302400,0.001679999999999976
1701306000,0.018359999999999998
1701309600,0.00768
1701313200,0.003
1701316800,0.00192
1701320400,0.00024
1701324000,0.00035999999999999997
1701327600,0.0
1701331200,0.0
1701334800,0.0
1701338400,0.0
1701342000,0.0
1701345600,0.0
1701349200,0.01608
1701352800,0.006599999999999976
1701356400,0.053399999999999975
1701360000,0.04019999999999997
1701363600,0.00672
1701367200,0.00012
1701370800,0.0
1701374400,0.0
1701378000,0.00035999999999999997
1701381600,0.00048
1701385200,0.57396
1701388800,0.00408
1701392400,0.0
1701396000,0.0018
1701399600,0.00684
1701403200,0.0026399999999999996
1701406800,0.02256
1701410400,0.041999999999999996
1701414000,0.020279999999999975
1701417600,0.010079999999999976
1701421200,0.00492
1701424800,0.00156
1701428400,0.00612
1701432000,0.008519999999999998
1701435600,0.0588
