time_stamp,iaqi_value
1700542800,2.3385
1700546400,2.51394
1700550000,2.33874
1700553600,2.3049
1700557200,1.8360599999999998
1700560800,1.2712199999999998
1700564400,0.59724
1700568000,0.44352
1700571600,0.48888
1700575200,0.6282
1700578800,0.7286400000000001
1700582400,0.9444
1700586000,0.77676
1700589600,0.45749999999999996
1700593200,0.3384
1700596800,0.26646000000000003
1700600400,0.2178
1700604000,0.1446
1700607600,0.05796
1700611200,0.06065999999999999
1700614800,0.09894
1700618400,0.102
1700622000,0.04824
1700625600,0.026879999999999987
1700629200,0.04068
1700632800,0.16626
1700636400,0.7284
1700640000,1.2004800000000002
1700643600,1.84008
1700647200,2.33418
1700650800,2.5621199999999997
1700654400,2.4858599999999997
1700658000,2.27568
1700661600,2.2651199999999996
1700665200,1.56426
1700668800,0.60102
1700672400,0.39461999999999997
1700676000,0.31476
1700679600,0.24582
1700683200,0.19002000000000002
1700686800,0.20316
1700690400,0.23874
1700694000,0.4704
1700697600,0.48936
1700701200,0.384
1700704800,0.36672
1700708400,0.31944
1700712000,0.19056
1700715600,0.132
1700719200,0.10661999999999999
1700722800,0.11952
1700726400,0.11094
1700730000,0.09875999999999999
1700733600,0.14316
1700737200,0.27936
1700740800,0.5186999999999999
1700744400,0.72768
1700748000,0.74088
1700751600,0.6496199999999999
1700755200,0.7087199999999999
1700758800,0.6183
1700762400,0.6432
1700766000,0.57102
1700769600,0.47106
1700773200,0.70434
1700776800,2.1459599999999996
1700780400,51.3099137755102
1700784000,54.05039795918368
1700787600,57.01460969387755
1700791200,57.57487959183673
1700794800,58.522214795918366
1700798400,59.647985204081635
1700802000,51.55075969387755
1700805600,2.54724
1700809200,51.6447918367347
1700812800,52.5733443877551
1700816400,53.58130714285714
1700820000,54.67391071428572
1700823600,56.110427040816326
1700827200,56.95136683673469
1700830800,57.379920408163265
1700834400,57.78457959183673
1700838000,57.401199489795914
1700841600,56.95612193877551
1700845200,56.49095408163265
1700848800,55.99820663265306
1700852400,56.44673163265306
1700856000,57.08153775510204
1700859600,58.20742704081633
1700863200,58.38847755102041
1700866800,57.590452551020405
1700870400,52.94602551020408
1700874000,2.25258
1700877600,1.27674
1700881200,0.71676
1700884800,0.62622
1700888400,0.50898
1700892000,0.50646
1700895600,0.57114
1700899200,0.5535
1700902800,0.57726
1700906400,0.63114
1700910000,0.7873800000000001
1700913600,1.1153999999999997
1700917200,1.3859399999999997
1700920800,1.03434
1700924400,1.14204
1700928000,1.6244999999999998
1700931600,1.9216799999999998
1700935200,1.9862399999999998
1700938800,1.74942
1700942400,1.38156
1700946000,1.3225200000000001
1700949600,1.4134799999999998
1700953200,1.68918
1700956800,2.12688
1700960400,2.8265399999999996
1700964000,52.22063469387755
1700967600,52.543981632653065
1700971200,54.70600765306122
1700974800,57.53327244897959
1700978400,58.469552040816325
1700982000,58.57570969387755
1700985600,58.088906122448975
1700989200,57.300747959183674
1700992800,57.79206887755102
1700996400,56.9840581632653
1701000000,57.92699489795918
1701003600,58.36719846938775
1701007200,57.02923163265306
1701010800,56.18234795918367
1701014400,51.036376530612245
1701018000,2.49792
1701021600,2.86758
1701025200,52.16286020408163
1701028800,53.32286734693878
1701032400,53.471702040816325
1701036000,52.91749489795918
1701039600,55.907027551020406
1701043200,58.19851122448979
1701046800,58.64370765306123
1701050400,58.830820918367344
1701054000,54.42771530612245
1701057600,2.52924
1701061200,2.01096
1701064800,1.51338
1701068400,1.62144
1701072000,1.69926
1701075600,1.92474
1701079200,2.11338
1701082800,2.4849
1701086400,2.8568999999999996
1701090000,51.21314744897959
1701093600,0.5923799999999999
1701097200,0.43877999999999995
1701100800,0.4566
1701104400,0.6633
1701108000,1.1186399999999999
1701111600,1.40526
1701115200,1.3163999999999998
1701118800,1.51074
1701122400,1.62144
1701126000,1.14822
1701129600,1.3672199999999999
1701133200,1.80108
1701136800,2.2512
1701140400,2.4445200000000002
1701144000,2.45574
1701147600,2.27598
1701151200,2.0475600000000003
1701154800,1.4651399999999999
1701158400,1.4265599999999998
1701162000,1.2882600000000002
1701165600,1.3466399999999998
1701169200,1.3463999999999998
1701172800,1.4444399999999997
1701176400,1.6827
1701180000,1.0616400000000001
1701183600,1.07844
1701187200,1.1071799999999998
1701190800,1.1203800000000002
1701194400,0.94296
1701198000,0.7223999999999999
1701201600,0.7200599999999999
1701205200,0.86844
1701208800,1.0347600000000001
1701212400,1.18242
1701216000,1.19514
1701219600,1.19868
1701223200,1.47192
1701226800,1.2465600000000001
1701230400,1.32354
1701234000,1.29306
1701237600,1.37358
1701241200,1.5151199999999998
1701244800,1.6379999999999997
1701248400,1.7997599999999998
1701252000,2.04228
1701255600,2.3481
1701259200,2.7077400000000003
1701262800,51.53566224489796
1701266400,51.25558673469388
1701270000,51.196861224489794
1701273600,2.2160399999999996
1701277200,1.13448
1701280800,1.0752599999999999
1701284400,1.1844
1701288000,1.07976
1701291600,1.17846
1701295200,1.3618199999999998
1701298800,1.71378
1701302400,52.42748163265306
1701306000,60.50972857142857
1701309600,60.209206122448975
1701313200,57.805026530612245
1701316800,55.12136581632653
1701320400,51.39835867346939
1701324000,2.37768
1701327600,2.60982
1701331200,2.73534
1701334800,51.199119897959186
